fighter_id,height,weight,reach,stance,dob,url
957,"5' 10""",145 lbs.,--,Southpaw,"Apr 26, 1988",http://ufcstats.com/fighter-details/bfa8f263815cfa2e
958,"6' 4""",185 lbs.,"79""",Orthodox,"Nov 22, 1990",http://ufcstats.com/fighter-details/6967153c7edb4d87
959,--,135 lbs.,--,,"Jun 03, 1998",http://ufcstats.com/fighter-details/74939a16c7b56f33
960,"5' 9""",145 lbs.,--,,"Jul 19, 1984",http://ufcstats.com/fighter-details/2482ef3331a82e75
961,"5' 4""",246 lbs.,--,,"Oct 09, 1976",http://ufcstats.com/fighter-details/414bddf0c80c41e1
962,"5' 8""",135 lbs.,--,Orthodox,"Apr 29, 1986",http://ufcstats.com/fighter-details/31da66df48c0c1a0
963,"5' 10""",135 lbs.,"69""",Orthodox,"Aug 05, 1980",http://ufcstats.com/fighter-details/eb42d4febfafefd1
964,"5' 6""",135 lbs.,"67""",Orthodox,"Feb 07, 1986",http://ufcstats.com/fighter-details/c849740a3ff51931
965,"6' 2""",205 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/b4f7a2d8ecc5e0c3
966,--,185 lbs.,--,,--,http://ufcstats.com/fighter-details/cc2ad11b1f9d818b
967,"6' 2""",170 lbs.,"73""",Orthodox,"Sep 27, 1994",http://ufcstats.com/fighter-details/e0664abaa023fd6f
968,"5' 6""",135 lbs.,--,,"Jan 23, 1984",http://ufcstats.com/fighter-details/2d2239d0f6fa83dd
969,"6' 4""",254 lbs.,"79""",Orthodox,"Jun 23, 1991",http://ufcstats.com/fighter-details/25f9a5f3e8a52618
970,"6' 5""",185 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/73eb2a552c92a821
971,"5' 8""",135 lbs.,--,Orthodox,"Oct 12, 1986",http://ufcstats.com/fighter-details/ec7f7263bf36579b
972,"5' 10""",170 lbs.,"75""",Switch,"Oct 09, 1995",http://ufcstats.com/fighter-details/1db445a4468447d0
973,"6' 0""",275 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/ad4e9055bf8cd04d
974,"5' 4""",125 lbs.,--,,--,http://ufcstats.com/fighter-details/7c9aeba0c4d4bd78
975,"5' 7""",135 lbs.,"70""",Orthodox,"Aug 13, 1986",http://ufcstats.com/fighter-details/f50d95223751e6ca
976,"5' 8""",155 lbs.,"70""",Southpaw,"Oct 19, 1988",http://ufcstats.com/fighter-details/519e4fe37ce9ff75
977,"5' 6""",125 lbs.,"69""",Orthodox,"Mar 30, 1989",http://ufcstats.com/fighter-details/122ac9b816d8b71c
978,"6' 1""",185 lbs.,"76""",Orthodox,"Jan 18, 1992",http://ufcstats.com/fighter-details/009c4420727149ea
979,"6' 2""",200 lbs.,--,Orthodox,"Sep 22, 1973",http://ufcstats.com/fighter-details/c2a7623f398d9bd7
980,"5' 3""",135 lbs.,"66""",Orthodox,"Sep 26, 1984",http://ufcstats.com/fighter-details/99506df1af6c8b3b
981,"6' 0""",185 lbs.,"75""",Orthodox,"Oct 09, 1977",http://ufcstats.com/fighter-details/dbaaf42313af90fa
982,"5' 11""",185 lbs.,--,,"Apr 15, 1976",http://ufcstats.com/fighter-details/29b5791e51e7e832
983,"6' 2""",185 lbs.,"76""",Orthodox,"Jul 15, 1988",http://ufcstats.com/fighter-details/327d5f279895110d
984,"5' 11""",155 lbs.,--,Orthodox,"May 12, 1987",http://ufcstats.com/fighter-details/3bbcd63a016d9715
985,"6' 2""",185 lbs.,"76""",Orthodox,"Aug 10, 1983",http://ufcstats.com/fighter-details/5d7bdab5e03e3216
986,--,145 lbs.,--,,"Mar 17, 1986",http://ufcstats.com/fighter-details/4145caa2c999fbac
987,--,--,--,,--,http://ufcstats.com/fighter-details/1a50e734bb54861a
988,"5' 8""",145 lbs.,--,,"Jul 09, 1992",http://ufcstats.com/fighter-details/1c610f900f9884ab
989,"5' 11""",170 lbs.,"71""",Orthodox,"Aug 04, 2001",http://ufcstats.com/fighter-details/70dd69b6a703257e
990,"5' 3""",115 lbs.,"61""",Switch,"Aug 21, 1998",http://ufcstats.com/fighter-details/bad82b681819b272
991,"6' 3""",205 lbs.,"74""",Orthodox,"Feb 20, 1981",http://ufcstats.com/fighter-details/7bc96507e4b38d3b
992,"6' 1""",210 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/312f47c3d2f83ffa
993,"5' 8""",170 lbs.,"70""",Southpaw,"Oct 26, 1984",http://ufcstats.com/fighter-details/6a2f7c151031653d
994,"6' 4""",238 lbs.,"77""",Orthodox,"Jan 30, 1984",http://ufcstats.com/fighter-details/63def5a5662a6917
995,"6' 3""",264 lbs.,--,Orthodox,"Aug 17, 1980",http://ufcstats.com/fighter-details/b51f6791c794e289
996,"5' 10""",185 lbs.,--,Orthodox,"Jul 21, 1988",http://ufcstats.com/fighter-details/81b8b3fb019dc69d
997,"5' 5""",135 lbs.,"70""",Orthodox,"Jul 24, 1985",http://ufcstats.com/fighter-details/bbc9ab95fa766493
998,"6' 4""",205 lbs.,"79""",Orthodox,"Sep 29, 1991",http://ufcstats.com/fighter-details/957562fdf68a725a
999,"5' 2""",115 lbs.,"62""",Orthodox,"Jun 08, 1995",http://ufcstats.com/fighter-details/02bb48869eb7ac8f
1000,"5' 7""",125 lbs.,"70""",Orthodox,"Sep 11, 2000",http://ufcstats.com/fighter-details/5cdf5339728f580d
1001,"5' 9""",145 lbs.,"70""",Orthodox,"Apr 12, 1987",http://ufcstats.com/fighter-details/8ce87f7e3a9baed2
1002,"5' 6""",125 lbs.,--,Southpaw,"Mar 13, 1990",http://ufcstats.com/fighter-details/86cb6f5b1ca98dc0
1003,"5' 11""",155 lbs.,--,,"Aug 16, 1981",http://ufcstats.com/fighter-details/7cf0944b88966118
1004,--,170 lbs.,--,,--,http://ufcstats.com/fighter-details/ce3b669e39418414
1005,"5' 9""",145 lbs.,"72""",Orthodox,"Apr 27, 1995",http://ufcstats.com/fighter-details/640a0f838f057a81
1006,"5' 10""",170 lbs.,--,,"Aug 13, 1992",http://ufcstats.com/fighter-details/5159e6ee100c717e
1007,--,--,--,,--,http://ufcstats.com/fighter-details/e780ccc79a209985
1008,--,170 lbs.,--,,--,http://ufcstats.com/fighter-details/0d9312337fdce39a
1009,"6' 0""",155 lbs.,"72""",Orthodox,"Apr 08, 1986",http://ufcstats.com/fighter-details/a66395395b5f1394
1010,"6' 1""",185 lbs.,--,Orthodox,"Apr 27, 1980",http://ufcstats.com/fighter-details/b05086131c6f5dc5
1011,"5' 11""",205 lbs.,--,Orthodox,"Nov 21, 1976",http://ufcstats.com/fighter-details/0509b954421bb327
1012,"6' 4""",220 lbs.,--,Orthodox,"Aug 29, 1977",http://ufcstats.com/fighter-details/f9c7fe2682af3802
1013,"5' 10""",170 lbs.,"71""",Orthodox,"Feb 18, 1995",http://ufcstats.com/fighter-details/cb4bf812d9cb78b4
1014,"5' 5""",125 lbs.,"65""",Southpaw,"Mar 17, 1994",http://ufcstats.com/fighter-details/c2c4052f58f54988
1015,"5' 11""",145 lbs.,"74""",Orthodox,"Sep 23, 1994",http://ufcstats.com/fighter-details/e5e148d4363deff8
1016,"5' 8""",145 lbs.,--,,--,http://ufcstats.com/fighter-details/5fd834edd92c9e50
1017,"6' 1""",205 lbs.,"76""",Orthodox,"Jan 22, 1982",http://ufcstats.com/fighter-details/679a9054e2815943
1018,"6' 3""",205 lbs.,--,Orthodox,"Oct 05, 1981",http://ufcstats.com/fighter-details/d2a9be6bf2de624c
1019,"6' 1""",185 lbs.,"76""",Switch,"Jan 14, 1994",http://ufcstats.com/fighter-details/0d7b51c9d2649a6e
1020,"6' 0""",240 lbs.,--,Orthodox,"Aug 09, 1968",http://ufcstats.com/fighter-details/706404da0775dcbc
1021,"5' 7""",135 lbs.,--,,--,http://ufcstats.com/fighter-details/29b5d32584e02d8d
1022,--,155 lbs.,--,,"Jan 25, 1977",http://ufcstats.com/fighter-details/454c3e9d4cd4a1b3
1023,"5' 4""",125 lbs.,"65""",Orthodox,"Jul 08, 1996",http://ufcstats.com/fighter-details/c3d2b9bcb4cead6b
1024,"6' 3""",185 lbs.,"77""",Orthodox,"Apr 04, 1995",http://ufcstats.com/fighter-details/ec322adbabbfa6e7
1025,"5' 2""",115 lbs.,"63""",Orthodox,"Jan 01, 1994",http://ufcstats.com/fighter-details/02f8fedc18cbd26c
1026,"5' 5""",115 lbs.,"67""",Orthodox,"Jan 26, 1999",http://ufcstats.com/fighter-details/6c9b66b43663f2f7
1027,"5' 3""",135 lbs.,--,Orthodox,"Aug 04, 1989",http://ufcstats.com/fighter-details/072a10e85f7d4bff
1028,"5' 6""",145 lbs.,--,,"Jul 02, 1988",http://ufcstats.com/fighter-details/cb6c45b26b0a877a
1029,"6' 3""",260 lbs.,"78""",Orthodox,"Dec 06, 1985",http://ufcstats.com/fighter-details/bda04c573563cc2e
1030,"5' 10""",155 lbs.,"73""",Orthodox,"Feb 18, 1988",http://ufcstats.com/fighter-details/654ae722109a0d31
1031,"5' 7""",125 lbs.,"69""",Switch,"Oct 02, 1995",http://ufcstats.com/fighter-details/cea51876d8a514a0
1032,"5' 9""",135 lbs.,--,Orthodox,"Aug 31, 1990",http://ufcstats.com/fighter-details/4ae4049426e0161d
1033,"5' 11""",135 lbs.,"73""",Orthodox,"Jun 24, 1986",http://ufcstats.com/fighter-details/a7ddae0be8b78147
1034,"6' 3""",170 lbs.,"75""",Orthodox,"Aug 02, 1998",http://ufcstats.com/fighter-details/e803242fb2e41112
1035,"5' 7""",145 lbs.,"71""",Orthodox,"Jul 04, 1996",http://ufcstats.com/fighter-details/a57cb948c4c70a47
1036,"5' 8""",155 lbs.,--,Orthodox,"Nov 04, 1977",http://ufcstats.com/fighter-details/1a225f04aa6e0739
1037,"6' 2""",185 lbs.,"79""",Orthodox,"Aug 06, 1995",http://ufcstats.com/fighter-details/4e6738062d469256
1038,"5' 7""",135 lbs.,"67""",Orthodox,"Oct 01, 1990",http://ufcstats.com/fighter-details/d3f5d33d61cd00c9
1039,"5' 10""",155 lbs.,"71""",Orthodox,"May 10, 1993",http://ufcstats.com/fighter-details/fd406a32a6fb3a29
1040,"6' 2""",185 lbs.,"79""",Switch,"Jul 24, 1995",http://ufcstats.com/fighter-details/a93f94c923c3a9cb
1041,"5' 10""",155 lbs.,"70""",Southpaw,"Dec 18, 1981",http://ufcstats.com/fighter-details/e5c9de15bb58b1c6
1042,"5' 8""",155 lbs.,--,,--,http://ufcstats.com/fighter-details/31732a614e7a3d1d
1043,"5' 7""",135 lbs.,"68""",Orthodox,"Jun 21, 1993",http://ufcstats.com/fighter-details/e979c76341f19b22
1044,"5' 11""",185 lbs.,"75""",Orthodox,"Jan 05, 1989",http://ufcstats.com/fighter-details/6b7c7460855dbbb9
1045,"5' 7""",135 lbs.,"71""",Orthodox,"Jul 02, 1983",http://ufcstats.com/fighter-details/4417980b3e798abf
1046,"5' 7""",125 lbs.,"67""",Southpaw,"Mar 29, 1991",http://ufcstats.com/fighter-details/7f6ed67d3ed3c036
1047,"5' 11""",170 lbs.,--,Orthodox,"May 06, 1982",http://ufcstats.com/fighter-details/2153a7f8396a46cc
1048,"5' 8""",125 lbs.,--,Orthodox,"Sep 03, 1987",http://ufcstats.com/fighter-details/43db649da89fac4b
1049,"6' 2""",185 lbs.,--,Southpaw,--,http://ufcstats.com/fighter-details/7df4d3c38792b083
1050,"5' 6""",135 lbs.,"68""",Orthodox,"Jan 10, 1991",http://ufcstats.com/fighter-details/c03520b5c88ed6b4
1051,"5' 5""",125 lbs.,"68""",Orthodox,"Jun 05, 1992",http://ufcstats.com/fighter-details/9ada30894bf04e19
1052,"6' 4""",170 lbs.,"76""",Orthodox,"Dec 17, 1989",http://ufcstats.com/fighter-details/8f0d576beba1cfcd
1053,"5' 8""",145 lbs.,"69""",Orthodox,"Aug 11, 1990",http://ufcstats.com/fighter-details/55ed59d541f8b90c
1054,"5' 6""",115 lbs.,"65""",Orthodox,"Apr 23, 2001",http://ufcstats.com/fighter-details/cfbb3edab781dfd2
1055,"5' 8""",170 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/ee457ef1e1c326c1
1056,"6' 3""",245 lbs.,--,Orthodox,"Jun 29, 1988",http://ufcstats.com/fighter-details/5713c1d2fac539ac
1057,"5' 9""",185 lbs.,"73""",Orthodox,"Jun 08, 1971",http://ufcstats.com/fighter-details/05866d8c3a321856
1058,"5' 6""",135 lbs.,"70""",Southpaw,"Jan 25, 1984",http://ufcstats.com/fighter-details/bc7230f231701d66
1059,"5' 7""",135 lbs.,--,,--,http://ufcstats.com/fighter-details/4acb99524a9a81ab
1060,"5' 11""",155 lbs.,--,,"Dec 07, 1980",http://ufcstats.com/fighter-details/ec421d5de0aea624
1061,"5' 9""",154 lbs.,--,Southpaw,"May 18, 1975",http://ufcstats.com/fighter-details/a5b0bd216d8ba84e
1062,"6' 0""",170 lbs.,"73""",Southpaw,"Nov 27, 1980",http://ufcstats.com/fighter-details/32ba186f4b0e3267
1063,"5' 5""",125 lbs.,"67""",Switch,"Aug 21, 1995",http://ufcstats.com/fighter-details/20b13e96668caaa4
1064,"5' 8""",145 lbs.,"68""",Orthodox,"Feb 16, 1986",http://ufcstats.com/fighter-details/40ff198adda94b9f
1065,"5' 6""",135 lbs.,"68""",Orthodox,"Oct 16, 1981",http://ufcstats.com/fighter-details/f2688492b9a525a3
1066,"6' 2""",205 lbs.,--,Orthodox,"Nov 25, 1991",http://ufcstats.com/fighter-details/37e03538c960bac6
1067,"5' 7""",135 lbs.,"71""",Orthodox,"Aug 03, 1978",http://ufcstats.com/fighter-details/528c24b99fbaab79
1068,"5' 9""",155 lbs.,"73""",Southpaw,"Sep 30, 1976",http://ufcstats.com/fighter-details/5f04e3d58d9ce982
1069,"5' 10""",155 lbs.,"70""",Orthodox,"Jan 26, 1983",http://ufcstats.com/fighter-details/e56daf7725a0b5ab
1070,"6' 2""",170 lbs.,"74""",Southpaw,"Aug 25, 1991",http://ufcstats.com/fighter-details/f1fac969a1d70b08
1071,"5' 8""",155 lbs.,"72""",Orthodox,"Sep 11, 1990",http://ufcstats.com/fighter-details/ef44e4ea9050f2ea
1072,--,145 lbs.,--,,"Aug 28, 1989",http://ufcstats.com/fighter-details/e6904a03a66e711d
1073,"5' 8""",135 lbs.,"70""",Orthodox,"Sep 29, 1995",http://ufcstats.com/fighter-details/f9ab66e67240db7b
1074,"5' 11""",170 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/eae4aec1a5a8ff01
1075,"5' 6""",135 lbs.,"68""",Orthodox,"Aug 12, 1988",http://ufcstats.com/fighter-details/5e6294b37bbef029
1076,"6' 1""",235 lbs.,--,Orthodox,"Jun 28, 1978",http://ufcstats.com/fighter-details/27fc9218a3653e3c
1077,"6' 6""",253 lbs.,--,Orthodox,"Dec 10, 1975",http://ufcstats.com/fighter-details/0577808d22dfe79c
1078,"5' 10""",155 lbs.,"72""",Orthodox,--,http://ufcstats.com/fighter-details/58bc81376286b3d3
1079,--,--,--,,--,http://ufcstats.com/fighter-details/22d80fb67e50ab0b
1080,"5' 10""",155 lbs.,"72""",Switch,"Apr 11, 1997",http://ufcstats.com/fighter-details/d9a56ecb6e94f02e
1081,"6' 3""",205 lbs.,"77""",Southpaw,"May 28, 1995",http://ufcstats.com/fighter-details/07a74004d964c7f4
1082,"6' 4""",205 lbs.,--,,--,http://ufcstats.com/fighter-details/e873203fd50542f6
1083,"5' 3""",125 lbs.,"64""",Southpaw,"Jan 08, 1995",http://ufcstats.com/fighter-details/1a064688481f66e1
1084,"5' 7""",135 lbs.,--,,"Jul 17, 1985",http://ufcstats.com/fighter-details/e295b96f135d758a
1085,"5' 10""",145 lbs.,"71""",Orthodox,"May 16, 1984",http://ufcstats.com/fighter-details/92a9aa9c93192871
1086,"5' 9""",170 lbs.,"71""",Orthodox,"Mar 28, 1985",http://ufcstats.com/fighter-details/d81ac739417d7f53
1087,"5' 9""",155 lbs.,"72""",Orthodox,"Mar 28, 1985",http://ufcstats.com/fighter-details/8e8e4487c621aa1c
1088,"5' 7""",125 lbs.,"66""",Southpaw,"Dec 24, 1986",http://ufcstats.com/fighter-details/c96d9178c9ed9e62
1089,"6' 0""",170 lbs.,"72""",Orthodox,"Dec 19, 1997",http://ufcstats.com/fighter-details/6b56e94a59b7b134
1090,"5' 9""",170 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/e60d773a0a42048a
1091,"5' 4""",115 lbs.,--,,"Nov 15, 1982",http://ufcstats.com/fighter-details/77350fd0e6d1dba8
1092,"6' 0""",238 lbs.,"78""",Orthodox,"Mar 05, 1997",http://ufcstats.com/fighter-details/87e4a3a5080ee7ce
1093,"5' 3""",115 lbs.,--,Orthodox,"Oct 06, 1984",http://ufcstats.com/fighter-details/1536a25e16fc299b
1094,"5' 9""",135 lbs.,"71""",Switch,"Apr 27, 1987",http://ufcstats.com/fighter-details/5f3da9a9610d8969
1095,"5' 8""",135 lbs.,--,,"Mar 18, 1989",http://ufcstats.com/fighter-details/1741343f0ca34dd5
1096,"5' 4""",135 lbs.,--,,"Jun 26, 1992",http://ufcstats.com/fighter-details/45c8fed13a62fe92
1097,"5' 10""",170 lbs.,"76""",Southpaw,"May 23, 1987",http://ufcstats.com/fighter-details/abd5fb12437eda21
1098,"6' 6""",255 lbs.,--,Orthodox,"Aug 02, 1981",http://ufcstats.com/fighter-details/f54200f1dfb9b5d4
1099,"6' 0""",230 lbs.,"74""",Orthodox,"Sep 28, 1976",http://ufcstats.com/fighter-details/b8da6f5c80ae2d15
1100,"5' 9""",155 lbs.,"70""",Orthodox,"Jul 30, 1981",http://ufcstats.com/fighter-details/dc0f07928009a127
1101,"5' 10""",145 lbs.,"74""",Orthodox,"Jul 24, 1989",http://ufcstats.com/fighter-details/e00a3dee329a51f7
1102,"5' 6""",145 lbs.,"70""",Orthodox,"Mar 04, 1985",http://ufcstats.com/fighter-details/fba03cd6cc28dc41
1103,"5' 11""",155 lbs.,--,,"Oct 16, 1975",http://ufcstats.com/fighter-details/e3f443e4cbc3da8f
1104,"6' 2""",170 lbs.,--,,--,http://ufcstats.com/fighter-details/d2f310b5b072e986
1105,"5' 10""",155 lbs.,"69""",Orthodox,"Jul 09, 1993",http://ufcstats.com/fighter-details/4122da4f791b2f4f
1106,"6' 0""",170 lbs.,"77""",Switch,"Aug 10, 1991",http://ufcstats.com/fighter-details/330bafba312face4
1107,"5' 10""",145 lbs.,--,Orthodox,"May 27, 1987",http://ufcstats.com/fighter-details/d238217e0f8ea8e1
1108,"6' 2""",192 lbs.,--,,--,http://ufcstats.com/fighter-details/daf9be103c1edbbd
1109,"5' 5""",135 lbs.,--,Orthodox,"Nov 19, 1986",http://ufcstats.com/fighter-details/d7adfcfdf7c6c1f8
1110,"6' 3""",185 lbs.,"78""",Orthodox,"Aug 15, 1991",http://ufcstats.com/fighter-details/993d385f5a475375
1111,"5' 7""",160 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/bc7cf284c1c2f16e
1112,"6' 0""",155 lbs.,"75""",Switch,"Oct 19, 1999",http://ufcstats.com/fighter-details/919fc4bc3edf4de7
1113,--,130 lbs.,--,,"Aug 23, 1986",http://ufcstats.com/fighter-details/984b0c4c6e773a1c
1114,"6' 0""",185 lbs.,"74""",Orthodox,"Sep 19, 1996",http://ufcstats.com/fighter-details/b593cd58b0afffb0
1115,"5' 8""",125 lbs.,"68""",Orthodox,"Jul 27, 1995",http://ufcstats.com/fighter-details/32ab52e5de93092d
1116,"6' 3""",280 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/7b9a85e5ff31ef47
1117,"5' 11""",230 lbs.,--,Orthodox,"Jan 31, 1983",http://ufcstats.com/fighter-details/22061ff217907c78
1118,"6' 1""",145 lbs.,"74""",Southpaw,"Jul 31, 1989",http://ufcstats.com/fighter-details/902ec2cc48c8ae8a
1119,"5' 11""",145 lbs.,"73""",Orthodox,"Nov 17, 1994",http://ufcstats.com/fighter-details/082eba4cd80f736f
1120,"6' 2""",205 lbs.,"72""",Orthodox,"Nov 15, 1991",http://ufcstats.com/fighter-details/64ad3e3b0efa30bb
1121,"5' 9""",155 lbs.,--,,--,http://ufcstats.com/fighter-details/74061adb224be3cc
1122,"6' 0""",170 lbs.,--,,--,http://ufcstats.com/fighter-details/c26ea30823f37316
1123,--,130 lbs.,--,,--,http://ufcstats.com/fighter-details/f7ede18b4ec4ec1f
1124,"5' 11""",350 lbs.,--,Orthodox,"Aug 03, 1968",http://ufcstats.com/fighter-details/0e4daed84a8f39a6
1125,--,205 lbs.,--,,--,http://ufcstats.com/fighter-details/b36874652ed7715d
1126,"5' 7""",135 lbs.,"72""",Orthodox,"Aug 30, 1981",http://ufcstats.com/fighter-details/5df17b3620145578
1127,"5' 9""",155 lbs.,"71""",Orthodox,"Jan 15, 1986",http://ufcstats.com/fighter-details/83fd97284f4bb4a4
1128,--,145 lbs.,--,,--,http://ufcstats.com/fighter-details/ed220e87bef0cc64
1129,"5' 1""",115 lbs.,"63""",Orthodox,"Oct 10, 1987",http://ufcstats.com/fighter-details/d910665038efc639
1130,"6' 3""",255 lbs.,"80""",Orthodox,"Oct 09, 1980",http://ufcstats.com/fighter-details/ccf5dc41417e9daf
1131,"5' 6""",125 lbs.,"69""",Orthodox,"Nov 08, 1989",http://ufcstats.com/fighter-details/215a70f073a7b726
1132,"5' 1""",115 lbs.,"64""",Orthodox,"May 07, 1986",http://ufcstats.com/fighter-details/411539901068522f
1133,"5' 8""",125 lbs.,"69""",Orthodox,"Aug 10, 1996",http://ufcstats.com/fighter-details/83455a9d17f57dae
1134,"5' 10""",155 lbs.,"68""",Orthodox,"Mar 11, 1992",http://ufcstats.com/fighter-details/41f3cfdab0b22236
1135,"5' 7""",125 lbs.,"68""",Switch,"Aug 05, 1993",http://ufcstats.com/fighter-details/ea9bfe9c25037bba
1136,"6' 1""",155 lbs.,"73""",Orthodox,"Jan 11, 1986",http://ufcstats.com/fighter-details/33011768c3c4dc9a
1137,"6' 0""",180 lbs.,--,Southpaw,--,http://ufcstats.com/fighter-details/8d5daf67983b65ba
1138,--,135 lbs.,--,,--,http://ufcstats.com/fighter-details/74b5736f1df40be3
1139,"5' 4""",125 lbs.,"67""",Orthodox,"Apr 27, 1985",http://ufcstats.com/fighter-details/4234f0097c83fa62
1140,"5' 8""",155 lbs.,"68""",Orthodox,"Oct 07, 1980",http://ufcstats.com/fighter-details/9766ed20b68c7c33
1141,"6' 0""",205 lbs.,"75""",Orthodox,"Sep 25, 1979",http://ufcstats.com/fighter-details/ee779c43a8926d52
1142,"5' 9""",155 lbs.,--,Orthodox,"Oct 10, 1980",http://ufcstats.com/fighter-details/d3de4a24f7eefac8
1143,"5' 8""",135 lbs.,"67""",Orthodox,"Jul 09, 1987",http://ufcstats.com/fighter-details/fc6e681bf6658faf
1144,"6' 3""",250 lbs.,--,Orthodox,"Jun 01, 1974",http://ufcstats.com/fighter-details/dd8aec6de7035943
1145,"5' 7""",135 lbs.,"70""",Orthodox,"Jun 04, 1981",http://ufcstats.com/fighter-details/b12a1d19ee383b7c
1146,"5' 7""",145 lbs.,"72""",Orthodox,"Feb 11, 1994",http://ufcstats.com/fighter-details/76e2870ffafbe38f
1147,"5' 8""",145 lbs.,"75""",Southpaw,"Jan 21, 1988",http://ufcstats.com/fighter-details/5f6f049d54728e88
1148,"6' 0""",185 lbs.,"75""",Orthodox,"Sep 06, 1993",http://ufcstats.com/fighter-details/54c2576b7f2f1f57
1149,--,185 lbs.,--,,"Sep 30, 1985",http://ufcstats.com/fighter-details/0798f558681d0eb5
1150,"5' 7""",145 lbs.,"68""",Orthodox,"May 09, 2000",http://ufcstats.com/fighter-details/a1cb266d7f44f35f
1151,"5' 6""",125 lbs.,"66""",Orthodox,"Jul 27, 1986",http://ufcstats.com/fighter-details/f72465a784c1b084
1152,--,155 lbs.,"70""",Orthodox,"Jul 15, 1984",http://ufcstats.com/fighter-details/6224e8d0a34264eb
1153,"5' 6""",135 lbs.,"67""",Orthodox,"May 14, 1979",http://ufcstats.com/fighter-details/78114b7199cef90c
1154,"5' 6""",125 lbs.,"66""",Orthodox,"Jun 25, 1987",http://ufcstats.com/fighter-details/8c020156779f7888
1155,"5' 6""",145 lbs.,"69""",Southpaw,"Jul 14, 1975",http://ufcstats.com/fighter-details/40389d39a92f5bfa
1156,"6' 0""",170 lbs.,"75""",Orthodox,"Apr 26, 1986",http://ufcstats.com/fighter-details/e17ac6410c8377f4
1157,"5' 9""",205 lbs.,--,Orthodox,"Aug 16, 1979",http://ufcstats.com/fighter-details/453ee00c3e1ae9dd
1158,"6' 1""",230 lbs.,--,,--,http://ufcstats.com/fighter-details/adea9f0090aa8e14
1159,"5' 8""",135 lbs.,"72""",Orthodox,"Dec 10, 1983",http://ufcstats.com/fighter-details/862b0b3375aa4b6e
1160,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 28, 1991",http://ufcstats.com/fighter-details/8f765fd5775a8873
1161,"5' 11""",185 lbs.,--,Orthodox,"Mar 08, 1981",http://ufcstats.com/fighter-details/d58478ded5534695
1162,"5' 6""",135 lbs.,"66""",Orthodox,"Jul 30, 1992",http://ufcstats.com/fighter-details/f7be1db194e03d7e
1163,"6' 1""",170 lbs.,--,Orthodox,"Jul 05, 1980",http://ufcstats.com/fighter-details/91d73ee59347ac16
1164,"5' 9""",155 lbs.,--,,--,http://ufcstats.com/fighter-details/04e9955f33e0c267
1165,"5' 7""",125 lbs.,--,Switch,"Jul 23, 1986",http://ufcstats.com/fighter-details/27b164b0d1833df0
1166,"6' 1""",145 lbs.,"76""",Orthodox,"Mar 16, 1993",http://ufcstats.com/fighter-details/431262bbc69215dc
1167,"5' 9""",145 lbs.,--,Southpaw,"Sep 11, 1975",http://ufcstats.com/fighter-details/49c7236c737d7e59
1168,"6' 4""",170 lbs.,"79""",Southpaw,"Jun 19, 1989",http://ufcstats.com/fighter-details/f89e6e66b9b112de
1169,"5' 8""",135 lbs.,--,Orthodox,"Apr 09, 1985",http://ufcstats.com/fighter-details/9c42a0de8e012870
1170,"6' 0""",215 lbs.,--,Southpaw,--,http://ufcstats.com/fighter-details/5af26b3201690d29
1171,"5' 11""",155 lbs.,"70""",Orthodox,"Apr 25, 1984",http://ufcstats.com/fighter-details/e5010b1b94ca5755
1172,"6' 0""",245 lbs.,"75""",Orthodox,"Jan 12, 1995",http://ufcstats.com/fighter-details/a2ea77e974c5889f
1173,--,185 lbs.,--,,"Nov 07, 1995",http://ufcstats.com/fighter-details/33a86e839ad202d8
1174,--,170 lbs.,--,,"Apr 28, 1979",http://ufcstats.com/fighter-details/954e3f4e2b0e6510
1175,--,135 lbs.,--,,--,http://ufcstats.com/fighter-details/86597694317e5e1b
1176,"5' 7""",115 lbs.,"67""",Southpaw,"Oct 27, 2001",http://ufcstats.com/fighter-details/c940b42df95bbd28
1177,"6' 2""",235 lbs.,"77""",Orthodox,"Feb 08, 1974",http://ufcstats.com/fighter-details/27541033b97c076d
1178,"5' 7""",205 lbs.,--,,--,http://ufcstats.com/fighter-details/15f4550e017f6c7d
1179,"5' 11""",170 lbs.,"76""",Orthodox,"Feb 12, 1984",http://ufcstats.com/fighter-details/22a92d7f62195791
1180,"5' 5""",125 lbs.,--,Orthodox,"May 13, 1988",http://ufcstats.com/fighter-details/b0f316c60f8d3b47
1181,"6' 2""",170 lbs.,--,,"Nov 13, 1977",http://ufcstats.com/fighter-details/979f7edbb6980b0d
1182,"5' 7""",139 lbs.,--,Orthodox,"Mar 30, 1980",http://ufcstats.com/fighter-details/cbc071cb20ea59c7
1183,"5' 6""",125 lbs.,"66""",Southpaw,"Aug 13, 1993",http://ufcstats.com/fighter-details/a6eb54ae17a551be
